Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  [83] void __gnu_cxx::new_allocator<Range>::construct<Range, Range const&>(Range*, Range const&) [130] std::char_traits<char>::assign(char&, char const&) [13] std::optional<Range>::optional(std::nullopt_t)
 [117] __gnu_cxx::new_allocator<Range>::new_allocator() [24] void std::_Destroy_aux<false>::__destroy<Range*>(Range*, Range*) [18] std::optional<Range>::~optional()
 [118] __gnu_cxx::new_allocator<Range>::~new_allocator() [97] std::_Vector_base<Range, std::allocator<Range> >::_M_allocate(unsigned long) [75] void std::_Construct<Range, Range>(Range*, Range&&)
 [119] __gnu_cxx::new_allocator<char>::deallocate(char*, unsigned long) [131] std::_Vector_base<Range, std::allocator<Range> >::_Vector_impl::_Vector_impl() [68] Range* std::__addressof<Range>(Range&)
  [85] __gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >::__normal_iterator(Range* const&) [132] std::_Vector_base<Range, std::allocator<Range> >::_Vector_impl::~_Vector_impl() [112] char const* std::__addressof<char const>(char const&)
  [10] int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [93] std::_Vector_base<Range, std::allocator<Range> >::_M_deallocate(Range*, unsigned long) [148] char* std::__addressof<char>(char&)
  [96] __gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >::difference_type __gnu_cxx::operator-<Range*, std::vector<Range, std::allocator<Range> > >(__gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > > const&, __gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > > const&) [80] std::_Vector_base<Range, std::allocator<Range> >::_M_get_Tp_allocator() [20] std::_MakeUniq<Interconnect>::__single_object std::make_unique<Interconnect>()
  [44] Interconnect::maskRegion(unsigned int) const [133] std::_Vector_base<Range, std::allocator<Range> >::_Vector_base() [53] Interconnect* const& std::__get_helper<0ul, Interconnect*, std::default_delete<Interconnect> >(std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> > const&)
   [3] Interconnect::binarySearch(unsigned int, std::vector<Range, std::allocator<Range> > const*, unsigned int, unsigned int) const [134] std::_Vector_base<Range, std::allocator<Range> >::~_Vector_base() [113] Interconnect*& std::__get_helper<0ul, Interconnect*, std::default_delete<Interconnect> >(std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> >&)
   [2] Interconnect::load(unsigned int) const [78] std::move_iterator<Range*>::move_iterator(Range*) [149] std::default_delete<Interconnect>& std::__get_helper<1ul, std::default_delete<Interconnect>>(std::_Tuple_impl<1ul, std::default_delete<Interconnect>>&)
  [61] Range::offset(unsigned int) const [74] std::move_iterator<Range*>::operator++() [90] Range* std::uninitialized_copy<std::move_iterator<Range*>, Range*>(std::move_iterator<Range*>, std::move_iterator<Range*>, Range*)
   [5] Range::contains(unsigned int) const [63] std::_Optional_base<Range>::_M_get() [91] Range* std::__uninitialized_copy_a<std::move_iterator<Range*>, Range*, Range>(std::move_iterator<Range*>, std::move_iterator<Range*>, Range*, std::allocator<Range>&)
  [81] __gnu_cxx::new_allocator<Range>::max_size() const [12] std::_Optional_base<Range>::_Optional_base(std::nullopt_t) [79] std::move_iterator<Range*> std::__make_move_if_noexcept_iterator<Range, std::move_iterator<Range*> >(Range*)
  [77] __gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >::base() const [64] std::_Optional_base<Range>::_Optional_base<Range&, false>(std::in_place_t, Range&) [92] Range* std::__uninitialized_move_if_noexcept_a<Range*, Range*, std::allocator<Range> >(Range*, Range*, Range*, std::allocator<Range>&)
  [45] std::unique_ptr<Interconnect, std::default_delete<Interconnect> >::get() const [16] std::_Optional_base<Range>::~_Optional_base() [54] std::tuple_element<0ul, std::tuple<Interconnect*, std::default_delete<Interconnect> > >::type const& std::get<0ul, Interconnect*, std::default_delete<Interconnect> >(std::tuple<Interconnect*, std::default_delete<Interconnect> > const&)
  [46] std::unique_ptr<Interconnect, std::default_delete<Interconnect> >::operator->() const [107] std::pointer_traits<char const*>::pointer_to(char const&) [114] std::tuple_element<0ul, std::tuple<Interconnect*, std::default_delete<Interconnect> > >::type& std::get<0ul, Interconnect*, std::default_delete<Interconnect> >(std::tuple<Interconnect*, std::default_delete<Interconnect> >&)
  [86] std::_Vector_base<Range, std::allocator<Range> >::_M_get_Tp_allocator() const [135] std::pointer_traits<char*>::pointer_to(char&) [150] std::tuple_element<1ul, std::tuple<Interconnect*, std::default_delete<Interconnect> > >::type& std::get<1ul, Interconnect*, std::default_delete<Interconnect> >(std::tuple<Interconnect*, std::default_delete<Interconnect> >&)
  [67] std::move_iterator<Range*>::base() const [136] std::__uniq_ptr_impl<Interconnect, std::default_delete<Interconnect> >::_M_deleter() [102] unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  [73] std::move_iterator<Range*>::operator*() const [108] std::__uniq_ptr_impl<Interconnect, std::default_delete<Interconnect> >::_M_ptr() [151] std::remove_reference<std::allocator<char>&>::type&& std::move<std::allocator<char>&>(std::allocator<char>&)
  [47] std::_Optional_base<Range>::_M_is_engaged() const [137] std::__uniq_ptr_impl<Interconnect, std::default_delete<Interconnect> >::__uniq_ptr_impl(Interconnect*) [76] Range&& std::forward<Range>(std::remove_reference<Range>::type&)
  [29] std::default_delete<Interconnect>::operator()(Interconnect*) const [98] std::allocator_traits<std::allocator<Range> >::deallocate(std::allocator<Range>&, Range*, unsigned long) [60] Range& std::forward<Range&>(std::remove_reference<Range&>::type&)
  [48] std::__uniq_ptr_impl<Interconnect, std::default_delete<Interconnect> >::_M_ptr() const [99] std::allocator_traits<std::allocator<Range> >::allocate(std::allocator<Range>&, unsigned long) [72] Range const& std::forward<Range const&>(std::remove_reference<Range const&>::type&)
  [27] std::vector<Range, std::allocator<Range> >::_M_check_len(unsigned long, char const*) const [88] std::allocator_traits<std::allocator<Range> >::max_size(std::allocator<Range> const&) [23] void std::_Destroy<Range>(Range*)
   [6] std::vector<Range, std::allocator<Range> >::_M_range_check(unsigned long) const [84] void std::allocator_traits<std::allocator<Range> >::construct<Range, Range const&>(std::allocator<Range>&, Range*, Range const&) [25] void std::_Destroy<Range*>(Range*, Range*)
   [7] std::vector<Range, std::allocator<Range> >::at(unsigned long) const [138] std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long) [26] void std::_Destroy<Range*, Range>(Range*, Range*, std::allocator<Range>&)
   [4] std::vector<Range, std::allocator<Range> >::size() const [59] std::_Optional_payload<Range, false, false>::_Optional_payload() [115] char const* std::addressof<char const>(char const&)
  [87] std::vector<Range, std::allocator<Range> >::max_size() const [65] std::_Optional_payload<Range, false, false>::_Optional_payload<Range&>(std::in_place_t, Range&) [152] char* std::addressof<char>(char&)
  [38] std::vector<Range, std::allocator<Range> >::operator[](unsigned long) const [17] std::_Optional_payload<Range, false, false>::~_Optional_payload() [40] std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags)
 [103] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [89] Range* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Range*>, Range*>(std::move_iterator<Range*>, std::move_iterator<Range*>, Range*) [39] std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags)
 [104] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() const [139] std::tuple<Interconnect*, std::default_delete<Interconnect> >::tuple<Interconnect*, std::default_delete<Interconnect>, true>() [41] std::operator~(std::_Ios_Fmtflags)
  [49] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::c_str() const [22] void std::vector<Range, std::allocator<Range> >::_M_realloc_insert<Range const&>(__gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >, Range const&) [70] bool std::operator==<Range*>(std::move_iterator<Range*> const&, std::move_iterator<Range*> const&)
  [43] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [100] std::vector<Range, std::allocator<Range> >::end() [55] bool std::operator!=<Range>(std::optional<Range> const&, std::nullopt_t)
  [50] std::optional<Range>::operator bool() const [101] std::vector<Range, std::allocator<Range> >::begin() [71] bool std::operator!=<Range*>(std::move_iterator<Range*> const&, std::move_iterator<Range*> const&)
  [62] std::optional<Range>::operator*() & [21] std::vector<Range, std::allocator<Range> >::push_back(Range const&) [9] std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags)
 [120] std::allocator<Range>::allocator() [140] std::vector<Range, std::allocator<Range> >::vector() [42] std::operator|(std::_Ios_Fmtflags, std::_Ios_Fmtflags)
 [121] std::allocator<Range>::~allocator() [31] std::vector<Range, std::allocator<Range> >::~vector() [116] std::operator|(std::_Ios_Openmode, std::_Ios_Openmode)
  [51] std::_Head_base<0ul, Interconnect*, false>::_M_head(std::_Head_base<0ul, Interconnect*, false> const&) [141] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long) [56] __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Range_chk::_S_chk(long, std::integral_constant<bool, true>)
 [105] std::_Head_base<0ul, Interconnect*, false>::_M_head(std::_Head_base<0ul, Interconnect*, false>&) [109] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [57] __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::_Save_errno()
 [122] std::_Head_base<0ul, Interconnect*, false>::_Head_base() [142] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::_Alloc_hider(char*, std::allocator<char>&&) [58] __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::~_Save_errno()
 [123] std::_Head_base<1ul, std::default_delete<Interconnect>, true>::_M_head(std::_Head_base<1ul, std::default_delete<Interconnect>, true>&) [110] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::~_Alloc_hider() [69] operator new(unsigned long, void*)
 [124] std::_Head_base<1ul, std::default_delete<Interconnect>, true>::_Head_base() [143] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() [1] main
 [125] std::unique_ptr<Interconnect, std::default_delete<Interconnect> >::get_deleter() [144] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long)
 [126] std::unique_ptr<Interconnect, std::default_delete<Interconnect> >::unique_ptr<std::default_delete<Interconnect>, void>(Interconnect*) [145] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_get_allocator()
